link_facebook,Content,Date
https://www.facebook.com/profile.php?id=100012881801899,"“BÁCH KHOA - SÁNG TẠO VÀ CỐNG HIẾN” - KÍP THI THỨ 3
Kíp thi cuối cùng rồi, cố lên nhé! 
 Sinh viên chỉ được thi 1 kíp duy nhất, đề bài các kíp thi hoàn toàn khác nhau
 Cách thức tham gia:
     Bước 1: Chia sẻ bài đăng
     Bước 2: Tham gia bài dự thi
 Hình thức dự thi: Online trên nền tảng MS Forms
 Link bài thi:https://forms.office.com/r/mDgtHRbt4X
 Thời gian làm bài: 30 phút (21h00-21h30) ngày 17/11/2021
 Đối tượng dự thi: Toàn bộ sinh viên chính quy Trường Đại học Bách khoa Hà Nội.
Sinh viên tham gia bằng cách đăng nhập tài khoản email do trường cấp và mỗi thí sinh chỉ được phép tham gia thi 01 lần.
Thực hiện đủ các bước và bài thi trả lời đúng từ 70% tổng số câu hỏi trở lên sẽ được xác nhận tham gia hoạt động 2 tiêu chí:
+ “Tham gia hoạt động văn hóa (các phong trào văn nghệ, thi SVBK, … của Viện, Trường)”
+ “Có hành động tích cực trên không gian mạng (hoạt động online) phù hợp với chủ trương của Nhà trường, Nhà nước được tập thể ghi nhận”
Link hoạt động: https://tinyurl.com/ymeb5meh
Thực hiện đủ các bước và bài thi trả lời đúng từ 50% tổng số câu hỏi sẽ được xác nhận tham gia hoạt động tiêu chí: “Có hành động tích cực trên không gian mạng (hoạt động online) phù hợp với chủ trương của Nhà trường, Nhà nước được tập thể ghi nhận”
Link hoạt động:https://tinyurl.com/2jjb57ab
Sinh viên không cần up minh chứng, BTC sẽ thông báo trên page và xác nhân hoạt động cho các bạn.
Chúc tất cả các bạn thi tốt
-----------------------------------------------------
Link sự kiện cuộc thi: https://tinyurl.com/bkstvch
Thể lệ cuộc thi xem tại: https://tinyurl.com/bkstvch-thele
Mọi thắc mắc vui lòng inbox cho page.",2023-09-15 22:39:41
https://www.facebook.com/profile.php?id=100012881801899,"CUỘC THI “ TÌM HIỂU VỀ AN TOÀN THỰC PHẨM 2021”
 Có bao giờ bạn tự hỏi những thực phẩm chúng ta ăn hằng ngày có nguồn gốc từ đâu và liệu chúng có an toàn vệ sinh hay không?
 Có bao giờ bạn đã thử tìm hiểu về những thực phẩm đó hay chưa?
 Liệu chúng có tốt như chúng ta vẫn thường suy nghĩ không? 
 Để giải đáp những câu hỏi trên và đồng thời để hưởng ứng “Tháng hành động vì an toàn thực phẩm 2021”, LCĐ Viện CNSH&CNTP đã đem đến cho các bạn một sân chơi bổ ích, lành mạnh cho tất cả các bạn sinh viên nhằm thúc đẩy tinh thần vừa học vừa tìm hiểu kiến thức của sinh viên tạo điều kiện để các bạn sinh viên thể hiện vốn kiến thức liên quan đến vấn đề an toàn thực phẩm tại Việt Nam nói riêng và trên thế giới nói chung. 
 Thời gian thi: 10h ngày 01/5/2021 - 20h ngày 05/5/2021
 Đối tượng tham gia: Tất cả sinh viên thuộc Viện CNSH&CNTP nói riêng và toàn thể sinh viên trong Trường Đại học Bách khoa Hà Nội nói chung.
 Hình thức thi: Trực tuyến trên nền tảng MS Forms
 Nội dung thi: Người chơi hoàn thành 30 câu hỏi. Mỗi người chơi chỉ được phép làm bài thi một lần duy nhất. Khoảng thời gian để làm bài thi là 60 phút (bài thi quá thời gian quy định sẽ không xét duyệt)
Cách thức tham gia
 Tương tác và chia sẻ bài viết ở chế độ công khai.
 Hoàn thành bài thi trong link sau: https://bitly.com.vn/it4tkd
 Link hoạt động: https://ctsv.hust.edu.vn/#/hoat-dong/1648/chi-tiet
 Lưu ý: Thí sinh hoàn thành bài thi với mức điểm tối thiểu 60% sẽ được xác nhận hoạt động theo danh sách.
 Minh chứng cho tiêu chí:
 Có hành động tích cực trên không gian mạng (hoạt động online) phù hợp với chủ trương của Nhà trường, Nhà nước được tập thể ghi nhận. 
 Tham gia hoạt động, sự kiện liên quan đến NCKH, học thuật, chuyên môn.
 Đặc biệt là giải thưởng vô cùng hấp dẫn của cuộc thi: 
 01 Giải Nhất: 200.000 VNĐ
 01 Giải Nhì: 150.000 VNĐ
 01 Giải Ba: 100.000 VNĐ
Hãy tham gia và share sự kiện để nhiều người tham gia hơn nào các bạn ơii
_______________________________________
LIÊN CHI ĐOÀN VIỆN CNSH&CNTP
Facebook: https://www.facebook.com/lcdsp.bk
Mail: bchlcdsinhpham.bk@gmail.com
Điện thoại: 0977157129 (Hà Trần)",2023-09-15 22:39:41
https://www.facebook.com/profile.php?id=100012881801899,"GIẢI CHẠY ONLINE ""10000 BƯỚC CHÂN VÌ SỨC KHỎE MỖI NGÀY""
Giải chạy chạy “10000 bước chân vì sức khoẻ mỗi ngày” là sự kiện thể thao dành cho sinh viên do Phòng Cô… See more",2023-09-15 22:39:41
https://www.facebook.com/profile.php?id=100012881801899,"A great day!!!   (7/4/2019)
Cuối cùng sau bao nhiêu ngày tháng mong mỏi chờ đợi thì cuối cùng chúng ta đã có một chuyến đi vui vẻ và đầy ý nghĩa cùng nhau. Chắc hẳn đây sẽ là một ngày khó quên với chúng  ta!!!
Và để có ngày hôm nay thì chúng em xin gửi lời cảm ơn các cô, các bác phụ huynh đã tổ chức chuyến đi trải nghiệm này!!!
#trangan
#tuyettinhcoc",2023-09-15 22:39:42
https://www.facebook.com/profile.php?id=100012881801899,"Mới ngày nào, chúng ta còn nhiều bỡ ngỡ bước vào năm học mới, bước vào ngôi trường mới xa lạ, không thân thuộc.....
. Trong năm qua, chúng ta đã cùng nhau trải qua bao nỗi buồn, bao niềm vui...cùng nhau tạm biệt các thầy cô khi mới thân quen với chúng ta chỉ nửa năm, rồi 3/4 năm học,....cùng nhau kiểm điểm phê bình những cá nhân còn chưa tốt....nhưng cũng có những niềm vui mà chúng ta không thể nào quên được.... chúng ta đã tạo được 1 ấn tượng ,1 bất ngờ mà không ai nghĩ đế… See more",2023-09-15 22:39:42
https://www.facebook.com/profile.php?id=100035823930996,Thưng iemmmmm,2023-09-15 22:39:59
https://www.facebook.com/profile.php?id=100035823930996,Sợ:)))),2023-09-15 22:39:59
https://www.facebook.com/profile.php?id=100035823930996,"ĐIỂM CHUẨN TRÚNG TUYỂN ĐẠI HỌC HỆ CHÍNH QUY ĐẠI HỌC BÁCH KHOA HÀ NỘI NĂM 2023 theo kết quả kỳ thi Đánh giá tư duy (ĐGTD) và kết quả thi TN THPT
Năm 2023, Đại học Bách khoa Hà Nội ghi nhận tổng số nguyện vọng (gần 90.000) và số thí sinh (gần 34.500) tăng cao so với năm 2022.
Ngày 22/8/2023, Đại học Bách khoa Hà Nội công bố điểm trúng tuyển Đại học hệ Chính quy năm 2023. Theo đó, các ngành có điểm trúng tuyển cao nhất thuộc lĩnh vực Công nghệ thông tin: IT-E10 với 83.97/100 điểm (theo kết quả ĐGTD) và IT1 với 29.42 điểm (theo kết quả TN THPT).
Dải điểm chuẩn từ 50.4 đến 83.97 điểm (theo kết quả ĐGTD) và từ 21 đến 29.42 điểm (theo kết quả TN THPT)
Điểm chuẩn trúng tuyển đại học hệ chính quy xem tại: https://www.hust.edu.vn/.../dai-hoc-bach-khoa-ha-noi-cong...
Thí sinh có thể tra cứu kết quả xét tuyển của một số trường thuộc nhóm xét tuyển miền Bắc tại: http://kqmb.hust.edu.vn (Dự kiến từ 23h hôm nay 22/8/2022)
Chào mừng K68 
 #HUST #DHBKHanoi",2023-09-15 22:39:59
https://www.facebook.com/profile.php?id=100035823930996,"Nhà Xe Đức Việt xin kính chào quý khách, anh chị em cô bác có nhu cầu vận chuyển chè, và các loại hàng hóa đi Bắc Ninh, Ninh Hiệp, Mỹ Đình, Hà Đông, Hà Nội, và các địa điểm nhà em in trên cáp, cứ alo em Việt ạ 
:0969.227.336
:0346.799.630 ( Anh Viết)
Đ/C: Xóm Tiền Phong, Xã khe Mo, Huyện Đồng Hỷ, TN",2023-09-15 22:39:59
https://www.facebook.com/profile.php?id=100035823930996,Cứ phải gương mẫu như bác,2023-09-15 22:39:59
https://www.facebook.com/profile.php?id=100035823930996,Tất cả giờ chỉ còn là kỉ niệm ...,2023-09-15 22:39:59
https://www.facebook.com/profile.php?id=100035823930996,Tỉ năm mới đc kiểu ảnh trên trường ,2023-09-15 22:39:59
https://www.facebook.com/carrthoew,"Greatful vì một trải nghiệm hết sức đáng - đáng yêu, đáng nhớ và đáng giá. Một nhóc cá con vừa bơi được ra cái hồ nước lớn hơn xíu đã được vỗ về bằng rất nhiều tình yêu và cái ôm thì còn gì bằng cơ chứ ",2023-09-15 22:40:23
https://www.facebook.com/carrthoew,#phenikaauni #Phenikaa_NhấtLàBest,2023-09-15 22:40:23
https://www.facebook.com/carrthoew,"𝐆𝐈𝐕𝐄 𝐀𝐖𝐀𝐘: PHENIKAA 𝐓𝐀̣̆𝐍𝐆 𝟎2 𝐕𝐄́ 𝐁𝐎𝐑𝐍 𝐏𝐈𝐍𝐊 𝐖𝐎𝐑𝐋𝐃 𝐓𝐎𝐔𝐑 𝐇𝐀̀ 𝐍𝐎̣̂𝐈
 Hòa cùng cơn bão đen hồng chuẩn bị đổ bộ tại sân vận động quốc gia Mỹ Đình. PHENIKAA tới rồi đây!!! 
Minigame ""Đến Phenikaa mê ly - Săn quà hết ý"" - tặng 2 vé  tham dự Born Pink World Tour Hà Nội của Black Pink hạng CAT 1 - STANDING dành cho tất cả mọi người, vé ""CHUẨN XỊN - GIAO DỊCH TRỰC TIẾP TẠI PHENIKAA"" 
 Thể lệ tham gia
 Bước 1: Thực hiện 
 Li.ike fanpage chính thức của Trường ĐH Phenikaa tại  https://www.facebook.com/daihocphenikaa 
 Theo dõi kênh TikTok chính thức của Trường ĐH Phenikaa: https://www.tiktok.com/@phenikaa_university
 Bước 2: Li.ike + sh@re bài viết này ở chế độ công khai kèm hasht@g #phenikaauni #Phenikaa_NhấtLàBest
 Bước 3: T@g 3 bạn thân của mình + 3 chữ số bất kì từ 000-999
 Đối tượng tham gia: Không giới hạn 
 Thời gian
 Tham gia: từ 9h00 ngày 8/7/2023 - 17h00 ngày 18/7/2023
 Công bố kết quả: 20h00 ngày 22/7/2023
 Điều kiện nhận thưởng
️Fan may mắn chiến thắng là người thực hiện đầy đủ các yêu cầu của BTC và bình luận con số may mắn trùng với 3 số cuối của giải đặc biệt X.S Miền Bắc ra ngày 20/7/2023.
  Lưu ý 
 Xét theo C.M.T hợp lệ (đúng cú pháp, không chỉnh sửa), thực hiện đủ các bước theo yêu cầu của chương trình và C.M/T đáp án chính xác sớm nhất.
 Nếu có nhiều đáp án trùng, người chiến thắng sẽ là người có thời gian C.M/T sớm nhất
 Người tham gia chỉ được CM.T 01 lần duy nhất
 Mỗi 01 s/ố may mắn tương ứng với duy nhất một giải
 Không chấp nhận n.ick có dưới 200 bạn bè, nic/k ảo, những nick lập ra chỉ để săn ga/me trúng thưởng, không có tương tác bạn bè trong thời gian dài trên 3 tháng
 Phần thưởng không có giá trị quy đổi ra tiền mặt
 Mọi quyết định thuộc về BTC. 
Còn chần chừ gì nữa! Nhanh tay tham gia để dành ngay những tấm vé đến gần hơn với idol, đến Hà Nội, đến Phenikaa. 
#BlackPink #WorldTour #BornPink #Concert #HaNoi #MyDinh #PhenikaaUni #dhphenikaa 
--------------------------------------------------------------------
 Mã trường: PKA 
 4 khối ngành | 41 ngành/CT tuyển sinh. 
 Tham khảo thông tin tại: http://phenikaa-uni.edu.vn 
 Phương thức xét tuyển
 Xét tuyển sớm (Xét tuyển thẳng và Xét tuyển theo kết quả học bạ THPT - đã hoàn thành) 
 Xét tuyển theo kết quả thi tốt nghiệp THPT năm 2023
 LƯU Ý
 Thí sinh đã đủ điều kiện xét tuyển phương thức: Xét tuyển thẳng và Xét kết quả học bạ THPT cần đăng ký NV1 trên hệ thống chung của Bộ GD&ĐT từ 10-30/7/2023 để chắc chắn trúng tuyển. 
 Thí sinh đăng ký bằng kết quả thi tốt nghiệp THPT lưu ý đăng ký NV1 hoặc các NV đầu để có cơ hội trúng tuyển. 
--------------------------------------------------------------------
Kết nối cùng chúng tôi 
 Địa chỉ: Yên Nghĩa, Hà Đông, Hà Nội 
 Website: https://phenikaa-uni.edu.vn/
 Fanpage: https://www.facebook.com/daihocphenikaa
 Instagram: https://www.instagram.com/phenikaa_uni/
 Youtube: https://www.youtube.com/c/PhenikaaUniversity
 Zalo: Phenikaa University 
 TikTok: https://www.tiktok.com/@phenikaa_university",2023-09-15 22:40:23
https://www.facebook.com/carrthoew,"#Ecoevent2023
#Taichevohopgiay
#Tetra",2023-09-15 22:40:23
https://www.facebook.com/carrthoew,"i know, i know that you hate me",2023-09-15 22:40:23
https://www.facebook.com/profile.php?id=100087633843050&comment_id=Y29tbWVudDoxNDk1NTA0ODExMjI1MzQ5XzgzMjk3ODI2ODQwMzI2MQ%3D%3D,"mỗi mùa lại thêm xinhhhh 
 năm nay nhìn healing quó Huyền Thỏ  :33
MỌI NGỪI ĂNG BÁNH NHOM NHOM GHÉ ĐÓ NHAAAA
______________________________
Cả Thanh Hà Media Club chúng nó làm chứng là bánh năm ngoái ngon =)))",2023-09-15 22:40:46
https://www.facebook.com/profile.php?id=100087633843050&comment_id=Y29tbWVudDoxNDk1NTA0ODExMjI1MzQ5XzgzMjk3ODI2ODQwMzI2MQ%3D%3D," 𝐁𝐎𝐉𝐀𝐆𝐈 𝐌𝐎𝐎𝐍𝐂𝐀𝐊𝐄 𝐒𝐄𝐓: GỬI TRỌN YÊU THƯƠNG, DẤU ẤN ĐẶC BIỆT MÙA TRĂNG TRÒN 
 Mỗi lần Trung thu tới để nhắc ta mùi bánh nướng thơm ngọt mẹ hạ từ trên bàn thờ sau lễ cúng. Nhắc bữa cơm ấm cúng được quây quần bên gia đình.
 Lấy cảm hứng từ hoa sen, sắc hồng biểu tượng của tình cảm thuần khiết dành cho gia đình và sự đoàn tụ, kết hợp cùng ánh vàng rực rỡ của ánh trăng Trung Thu - tượng trưng cho vẻ đẹp vẹn tròn, hoàn mỹ cùng may mắn, thịnh vượng trong cuộc sống.
 Đặc biệt, quy cách bọc vải voan Bojagi từ xứ sở kim chi sẽ làm nổi bật sự tinh tế khiến món quà thêm phần khác biệt, độc đáo. 
Giá bán niêm yết: 
Set 4 bánh 75gr: 165K
Set 4 bánh 125gr: 280K
**THÔNG TIN CHI TIẾT VỀ VỊ BÁNH VÀ CHÍNH SÁCH BÁN HÀNG VUI LÒNG NHẮN TIN ĐỂ BIẾT THÊM CHI TIẾT
____________
Bếch Bán Bánh - Tiệm Bánh Ngọt Online
 Long Biên - Hà Nội 
 Hotline: 0868411217
 Ins: @bech.bakery",2023-09-15 22:40:46
https://www.facebook.com/profile.php?id=100087633843050&comment_id=Y29tbWVudDoxNDk1NTA0ODExMjI1MzQ5XzgzMjk3ODI2ODQwMzI2MQ%3D%3D,mường tượng muôn cảnh,2023-09-15 22:40:46
https://www.facebook.com/profile.php?id=100087633843050&comment_id=Y29tbWVudDoxNDk1NTA0ODExMjI1MzQ5XzgzMjk3ODI2ODQwMzI2MQ%3D%3D,"tủi còn nhỏ
còn phại đi học
còn tựu trường 
còn thít chơi dán chibi chibi ",2023-09-15 22:40:46
https://www.facebook.com/lexuantien74,"[HÓA SINH CHAMPIONSHIP 2023 _ RECAP]
Kỷ niệm 1 tháng sau chuyến chinh chiến Nam tiến 
. Hẹn gặp lại Y Dược HCM và các các bạn trong những dịp tiếp theo.
P/s: Cậu bé OTP/Chàng trai tâm linh 
.
#HSC #HoaSinh #YDược",2023-09-15 22:41:15
https://www.facebook.com/lexuantien74,"Đến với SC và để Xuân Tiến cùng những người bạn phục vụ bạn chu đáo 
.
P/s: Lâu lắm rồi mới được cầm mic 
.",2023-09-15 22:41:15
https://www.facebook.com/lexuantien74," Trong thời đại 4.0, việc ứng dụng công nghệ, kỹ thuật số vào trong lĩnh vực y tế mang lại giá trị vô cùng to lớn. Các giải pháp ấy giúp con người sớm khám phá những bộ phận bên trong cơ thể, ngoài ra chúng còn giúp các bác sĩ hỗ trợ phát hiện sớm các dấu hiệu bất thường không thể nhìn bằng mắt thường. Một trong các kỹ thuật phổ biến nhất thường được sử dụng là chụp X-quang.
 Khởi đầu từ năm 1895, khi Wilhelm Röntgen tình cờ phát hiện ra tia X thông qua 1 thí nghiệm của mình, ông đã đặt nền móng đầu tiên cho phương pháp chẩn đoán hình ảnh đầu tay và thông dụng nhất trên lâm sàng hiện nay. Năm 1897, tia X lần đầu tiên được sử dụng trên chiến trường quân sự, trong Chiến tranh Balkan, để tìm các mảnh đạn và vị trí xương gãy bên trong cơ thể bệnh nhân.
 Việc phát hiện ra tia X và phát minh ra máy chụp X-quang có ý nghĩa rất quan trọng trong y học. Hiện nay, X-quang đã trở thành một công cụ y tế có giá trị trong chẩn đoán và điều trị nhiều bệnh lý. Nó tạo ra hình ảnh rõ nét về hệ cơ xương và một số mô trong cơ thể, từ đó giúp bác sĩ chẩn đoán, theo dõi và điều trị nhiều loại bệnh lý, đặc biệt là các bệnh liên quan đến xương khớp, tim mạch, hô hấp.
 Vậy nguyên lí để tạo ra một phim X-quang là gì, định nghĩa thế nào là một phim X-quang đạt yêu cầu, các phương pháp và quy trình để tạo ra chúng?  Hãy cùng tìm hiểu với chúng mình tìm hiểu tại buổi sinh hoạt tuần này của nhóm Bỏng – Tạo hình nhé!
 Đừng quên đọc tài liệu đính kèm để có cái nhìn tổng quát nhất về chủ đề này nha: https://drive.google.com/.../1Uf-D96E72aM.../view...
 Hẹn gặp lại các bạn vào 17h00, thứ Ba ngày 12/09/2023 tại giảng đường C103.",2023-09-15 22:41:15
https://www.facebook.com/lexuantien74,Không phải sinh viên năm nhất nhưng cũng mong tương tự vậy ạ ,2023-09-15 22:41:15
https://www.facebook.com/lexuantien74," SINH VIÊN Y TOÀN NĂNG.
TINH HOA HỘI TỤ. TÂN SINH VIÊN HPMU 2023.
______________
 Theo dõi Fanpage để được giải đáp mọi thắc mắc và được cập nhật thông tin mới nhất!
 Group sinh viên: Sinh Viên Đại Học Y Dược Hải Phòng 
 Facebook: @truyenthonghpmu
 Gmail: mmchpmu@gmail.com
 Instagram: @mmc.hpmu
 Tiktok: @mmc.hpmu
 YouTube: Medical Media Club",2023-09-15 22:41:15
https://www.facebook.com/lexuantien74,"Tôi luôn mỉm cười với cả thế giới. Hy vọng ngày mai và ngày kia, cả cuộc đời dài phía trước và cả thế giới sẽ mỉm cười với tôi.
P/s: Bảo tàng Dân tộc học Việt Nam 
 Kỷ niệm 78 năm Ngày Quốc khánh nước Cộng hòa xã hội chủ nghĩa Việt Nam (2/9/1945-2/9/2023).",2023-09-15 22:41:15
https://www.facebook.com/lexuantien74,"[Sau 2 năm kết thúc học tại AEC] 
""Hãy thi sớm khi có thể"" là lời khuyên mà mình nghe rất nhiều. Kết thúc khóa học B1 started đã 2 năm, XT mới đăng kí thi chứng chỉ B1 Cambridge. Để bắt đầu ôn luyện lại thực sự là một thử thách không hề nhỏ; thật may mắn, XT nhận được sự hỗ trợ nhiệt tình từ đội ngũ nhà AEC. Nguồn tài liệu với 4 kĩ năng theo chủ đề từ khi đi học là phao cứu sinh cho mình mỗi lần gặp khó khăn.
Có những lúc XT định bỏ thi vì chưa sẵn sàng; thậm chí sau khi thi… See more",2023-09-15 22:41:15
https://www.facebook.com/lexuantien74,"[Nhi khoa I _ LS]
Kết thúc 3 tuần thực hành lâm sàng Nhi khoa I tại khoa Nhi, Bệnh viện Quốc tế Green: Chúng em xin gửi lời cảm ơn tới người thầy - PGS.TS. Quang Vu Van đã luôn sát sao, truyền đạt tới chúng em các bài học kinh nghiệm không chỉ về kiến thức lý thuyết mà còn rất nhiều các kỹ năng lâm sàng bổ trợ 
.
Cảm ơn bệnh viện Green, khoa Nhi và các anh chị bác sĩ, điều dưỡng đã tạo điều kiện để chúng em có cơ hội được học tập 
.
Cuối cùng, cảm ơn các anh chị Y5 đã giúp đỡ… See more",2023-09-15 22:41:15
https://www.facebook.com/bacha.co.5,"Do not bow, the Crown will fall…
#21",2023-09-15 22:41:52
https://www.facebook.com/bacha.co.5,为这仙品而感到震撼,2023-09-15 22:41:52
https://www.facebook.com/bacha.co.5,See Translation,2023-09-15 22:41:52
https://www.facebook.com/bacha.co.5,"---"" Ta, rốt cuộc là ai? Ta không sức tự vệ, không người tựa nương, không nơi để về ""---
 ---"" Tiểu Yêu, ta là Thương Huyền ""---
       Kỷ niệm phần 1 của Trường Tương Tư kết thúc phát sóng
 Đương nhiên đây cũng chỉ là một cái kết viên mãn mà mk mong muốn thôi, chứ Trường Tương Tư vốn dĩ là phức tạp và đau lòng mà...",2023-09-15 22:41:52
https://www.facebook.com/bacha.co.5,"Xin chào mn vẫn là Thanh Hà đây ạ
, fb của em có bị hack. Ace bạn bè nào bị nhắn tin mạo danh e để lừa đảo chuyển tiền thì cho e xin lỗi nhiều ạ. E cũng không muốn mọi chuyện xảy ra như vậy.   Hiện tại e lấy lại fb rồi nha mn. Siêu cám ơn a Nguyễn Văn Ngọc đã lấy lại fb cho em siêu nhanh. Mn ai có bị hack fb hay có vấn đề gì về acc thì liên hệ vs a trai này nha, nhanh lẹ và siu uy tín lun ạ.",2023-09-15 22:41:52
https://www.facebook.com/bacha.co.5," BÌNH CHỌN “ĐỘI THI ĐƯỢC YÊU THÍCH NHẤT CUỘC THI OLYMPIC Y KHOA 2023”
==================================
                    TEAM SUNSHINE
️
𝐂𝐚́𝐜𝐡 𝐭𝐡𝐮̛́𝐜 𝐛𝐢̀𝐧𝐡 𝐜𝐡𝐨̣𝐧
CÁCH THỨC BÌNH CHỌN:
- Bước 1: Like và follow fanpage ""SATE - Dự án hỗ trợ phát triển chương trình đổi mới""
- Bước 2: Bình chọn cho thí sinh dưới các hình thức sau:
Like, React: 1 điểm
Comment: 1 điểm
Share (chế độ công khai): 3 điểm
————
 THỜI GIAN BÌNH CHỌN:Bắt đầu từ 20h ngày 6/05/2023 đến 23h59 ngày 11/5/2023
————
.
 LƯU Ý
Bình chọn hợp lệ khi hoàn thành bước 1
Mỗi tài khoản chỉ được tiến hành chia sẻ (Share) 01 lần và không có giới hạn lượt comment. Các lần sau sẽ không được tính điểm.
Nếu phát hiện có hành vi gian lận, hack, spam bài thi, BTC sẽ hủy kết quả của đội đó
————
Cơ cấu Giải thưởng
 #Giải đội thi được yêu thích nhất: Trị giá 1.000.000 đồng sẽ được trao vào đêm chung kết.
 Cổng bình chọn đã chính thức mở cửa, nhanh tay bình chọn cho đội thi mình yêu thích nhất thôi nào!
————
 Chung kết “OLYMPIC Y KHOA 2023”.
 Thời gian: 16h, thứ 7, ngày 13/05/2023.
 Địa điểm: Hội trường tòa A - Trường Đại học Y Dược Hải Phòng.
--‐--------
Đừng quên follow page để cùng hóng những những thông tin mới nhất nha!
Mọi thắc mắc, đóng góp ý khiến vui lòng liên hệ:
Facebook: SATE.HPMU
Gmail: sate.hpmu.2021@gmail.com
Ths Trần Thị Thanh Bình - Trợ lý công tác sinh viên -  Email: tttbinh@hpmu.edu.vn - SĐT: 0934 226 615.
TS.BS Đinh Dương Tùng Anh - Trợ lí nghiên cứu khoa học Khoa Y -  Email: ddtunganh@hpmu.edu.vn - SĐT: 0768 358 666
Lê Thị Thanh Vân - Trưởng dự án SATE - SĐT: 0352 020 065
Nguyễn Như Tùng - Phó trưởng dự án SATE - SĐT: 0886 165 489",2023-09-15 22:41:52
https://www.facebook.com/bacha.co.5,Ú oà,2023-09-15 22:41:52
https://www.facebook.com/bacha.co.5,"| HỘI NGHỊ NGHIÊN CỨU KHOA HỌC SINH VIÊN VIỆN ĐÀO TẠO QUỐC TẾ 2023 |
  Vào 14h30 chiều ngày 4/5/2023, Viện Đào tạo Quốc tế đã tổ chức thành công Hội nghị sinh… See more",2023-09-15 22:41:52
https://www.facebook.com/bacha.co.5,Hehe good vibe,2023-09-15 22:41:52
https://www.facebook.com/profile.php?id=100017769250513," CHÀO MỪNG ĐẠI HỘI ĐẠI BIỂU HỘI SINH VIÊN VIỆT NAM TRƯỜNG ĐẠI HỌC THƯƠNG MẠI LẦN THỨ IX, NHIỆM KỲ 2023-2025 
 Thời gian: 07h00 ngày 18/06/2023
 Địa điểm: Hội trường H1, trường Đại học Thương mại, 79 Hồ Tùng Mậu, Mai Dịch, Cầu Giấy, TP. Hà Nội
#DaihoiIX #TMU #HSV",2023-09-15 22:42:20
