link_facebook,Content,Date,Suicide
https://www.facebook.com/profile.php?id=100012881801899,"The contest ""Learn about food safety 2021""
 Have you ever wondered where the food we eat every day and whether they are safe?
 Have you ever tried to learn about those foods?
 Are they as good as we often think?
 In order to answer the above questions and at the same time to respond to ""Month of Action for Food Safety 2021"", the Institute of Biotechnology Institute of Biotechnology has brought you a useful and healthy playground for all students forPromoting the spirit of learning and learning about students' knowledge to create conditions for students to express their knowledge related to food safety issues in Vietnam in particular and in the world in general.
 Test time: 10h on 01/5/2021 - 20h on 5/5/2021
 Participants: All students of the Institute of Biotechnology in particular and all students in Hanoi University of Technology in general.
 Exam form: Online on the MS Forms platform
 Exam content: Players complete 30 questions.Each player is only allowed to take the exam once.The time to take the test is 60 minutes (the test over the prescribed time will not be reviewed)
How to join
 Interacting and sharing articles in public mode.
 Complete the test in the following link: https://bitly.com.vn/it4tkd
 Activity link: https://ctsv.hust.edu.vn/#/hoat-dong/1648/chi-tiet
 Note: Candidates who complete the test with a minimum score of 60% will be confirmed according to the list.
 Demonstrate the criteria:
 There is a positive action on the cyberspace (online activity) in accordance with the policy of the school and the State recorded by the collective.
 Participate in activities and events related to scientific research, academic and professional.
 Especially the extremely attractive prize of the contest:
 01 first prize: 200,000 VND
 01 second prize: 150,000 VND
 01 third prize: 100,000 VND
Join and share the event for more participants
_________________________________________
Inter -branch of the Institute of Biotechnology
Facebook: https://www.facebook.com/LCDSP.BK
Mail: BCHLCDSinhPham.bk@gmail.com
Phone: 0977157129 (Ha Tran)",9/15/2023 22:39,0
https://www.facebook.com/profile.php?id=100012881801899,"Run online ""10000 steps for health every day""
Prize running ""10000 steps for health every day"" is a sporting event for students by her room ... See More",9/15/2023 22:39,0
https://www.facebook.com/profile.php?id=100012881801899,"A Great Day !!!(April 7, 2019)
Finally, after many days of expectation, we finally had a fun and meaningful trip together.Surely this will be an unforgettable day for us !!!
And to have today, we would like to thank the girls and parents for organizing this experience !!!
#trangan
#tuyettinhcoc",9/15/2023 22:39,0
https://www.facebook.com/profile.php?id=100012881801899,"Just every day, we are still surprised to enter the new school year, enter a new school strange, uncommon .....
.In the past year, we have experienced so much sadness, joy ... Let's say goodbye to the teachers when we are familiar with us only half a year, then 3/4 of the school year, ....Let's review criticism of individuals that are not good .... But there are also joys that we can never forget .... we have created an impression, a surprise that no one thinksEmpire ... See More",9/15/2023 22:39,0
https://www.facebook.com/profile.php?id=100035823930996,Thieu iemmmmm,9/15/2023 22:39,0
https://www.facebook.com/profile.php?id=100035823930996,Scared:)))),9/15/2023 22:39,0
https://www.facebook.com/profile.php?id=100035823930996,"Benchmark for admission to university regular university system in Hanoi in 2023 according to the results of the thinking evaluation exam (DGTD) and the results of the high school exam
In 2023, Hanoi University of Science and Technology recorded the total number of aspirations (nearly 90,000) and the number of candidates (nearly 34,500) increased high compared to 2022.
On August 22, 2023, Hanoi University of Science and Technology announced the admission score of regular university university in 2023. Accordingly, the branches with the highest matriculation score in the field of information technology: IT-E10 with 83.97/100 points (according to the results of the DT) and IT1 with 29.42 points (according to high school results).
The benchmark range is from 50.4 to 83.97 points (according to the results) and from 21 to 29.42 points (according to high school results)
The benchmark of university admission is the main system, see: https: //www.hust.edu.vn /.../ Dai-hoc-bach-khoa-ha-noi-cong ...
Candidates can look up the admission results of some schools under the Northern Admission Group at: http://kqmb.hust.edu.vn (expected from 23h today 22/8/2022)
Welcome K68
 #Hust #dhbkhanoi",9/15/2023 22:39,0
https://www.facebook.com/profile.php?id=100035823930996,"Welcome to Duc Viet garage, brothers and sisters, uncle and aunts wishing to transport tea, and goods to Bac Ninh, Ninh Hiep, My Dinh, Ha Dong, Hanoi, and the locations of my house printedOn the cable, just alo me
: 0969.227.336
: 0346.799.630 (he wrote)
Comrade: Tien Phong hamlet, Khe Mo commune, Dong Hy district, TN",9/15/2023 22:39,0
https://www.facebook.com/profile.php?id=100035823930996,Just have to be as exemplary as Uncle,9/15/2023 22:39,0
https://www.facebook.com/profile.php?id=100035823930996,All now is only a memory ...,9/15/2023 22:39,0
https://www.facebook.com/profile.php?id=100035823930996,Billion years of new photos on school,9/15/2023 22:39,0
https://www.facebook.com/carrthoew,"Greatful because of a very worthy - lovely, memorable and valuable experience.A kid who has just swam to the lake is a little bigger, patted with a lot of love and a hug is nothing more",9/15/2023 22:40,0
https://www.facebook.com/carrthoew,#Phenikaai #Phenikaa_,9/15/2023 22:40,0
https://www.facebook.com/carrthoew,"𝐆𝐈𝐕𝐄 𝐀𝐖𝐀𝐘: Phenikaa 𝐓𝐀 𝐓𝐀2 𝟎 𝐕𝐄 𝐁𝐎𝐑𝐍 𝐏𝐈𝐍𝐊 𝐖𝐎𝐑𝐋𝐃 𝐇𝐀 𝐇𝐀 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎 𝐍𝐎̣̂𝐈
 Along with the pink black storm prepared to land at My Dinh National Stadium.Phenikaa is here !!!
Minigame ""Go to Phenikaa Me Ly - Hunting gifts"" - Giving 2 tickets to the Born Pink World Tour Hanoi of Black Pink Cat 1 - Standing for everyone, ""Standard - Direct transaction at Phenikaa""
 Participating rules
 Step 1: Do it
 Li.ike Fanpage of Phenikaa University at https://www.facebook.com/daihocphenikaa
 Following the official tiktok channel of Phenikaa University: https://www.tiktok.com/@phenikaa_unainingSity
 Step 2: Li.ike + SH@Re this article in the public mode with the hasht@g #Phenikaui #Phenikaa_
 Step 3: T@g 3 of your best friends + 3 digits any from 000-999
 Participants: Unlimited
 Time
 Participation: From 9:00 am on July 8, 2023 - 17:00 on July 18, 2023
 Announcing the results: 20:00 on July 22, 2023
 Conditions for receiving bonuses
️Fan is fortunate to win the full requirements of the BTC and comment on the lucky number coinciding with the last 3 numbers of the special X.S in the North on July 20, 2023.
  Note
 Considering C.M.T valid (correct syntax, no editing), performing all steps as required by the program and C.M/T Answer accurately.
 If there are many coincidence answers, the winner will be the one with the earliest time C.M/T
 Participants can only cm.t only once a single time
 Each 01 sum of luck corresponds to only one prize
 Do not accept N.ick there are less than 200 friends, virtual Nic/k, nicknames set up just to hunt for prizes, no friends interaction for more than 3 months
 The reward is not converted into cash
 All decisions belong to BTC.
What are you waiting for!Quickly join to save the tickets closer to the idol, to Hanoi, to Phenikaa.
#Blackpink #worldtour #bornpink #concert #hanoi #mydinh #Phenikaui #dhphenikaa
------------------------------------------------------------------------
 School code: PKA
 4 industry blocks |41 Industry/CT enrollment.
 Refer to information at: http://phenikaa-uni.edu.vn
 Admission method
 Early admission (direct admission and admission according to high school transcripts - completed)
 Admission according to high school graduation exam results in 2023
 NOTE
 Candidates who are eligible for admission methods: straight admission and high school transcript results need to register NV1 on the general system of the Ministry of Education and Training from 10-30/7/2023 to be sure of matriculation.
 Candidates registered with the results of high school graduation exams Note NV1 or the first NV to have the opportunity to matriculate.
------------------------------------------------------------------------
Connect with us
 Address: Yen Nghia, Ha Dong, Hanoi
 Website: https://phenikaa-uni.edu.vn/
 Fanpage: https://www.facebook.com/daihocphenikaa
 Instagram: https://www.instagram.com/phenikaa_uni/
 YouTube: https://www.youtube.com/c/phenikaaivensation
 Zalo: Phenikaa University
 Tiktok: https://www.tiktok.com/@phenikaa_univeness",9/15/2023 22:40,0
https://www.facebook.com/carrthoew,"#EcoEvent2023
#Taichevohopgiay
#Tetra",9/15/2023 22:40,0
https://www.facebook.com/carrthoew,"I know, I know that you hate me",9/15/2023 22:40,0
https://www.facebook.com/profile.php?id=100087633843050&comment_id=Y29tbWVudDoxNDk1NTA0ODExMjI1MzQ5XzgzMjk3ODI2ODQwMzI2MQ%3D%3D,"Each season is more beautiful
 This year looking at Healing Huyen Rabbit: 33
Everybody of the nhom cake is there
________________________________
Both Thanh Ha Media Club they testify that last year's cake is delicious =)))",9/15/2023 22:40,0
https://www.facebook.com/profile.php?id=100087633843050&comment_id=Y29tbWVudDoxNDk1NTA0ODExMjI1MzQ5XzgzMjk3ODI2ODQwMzI2MQ%3D%3D,"𝐁𝐎𝐉𝐀𝐆𝐈 𝐌𝐎𝐎𝐍𝐂𝐀𝐊𝐄 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓 𝐒𝐄𝐓
 Every time the Mid -Autumn Festival comes to remind us the smell of sweet and fragrant barbecue from the altar after the worshiping ceremony.Remind the cozy meal to gather with the family.
 Inspired by the lotus, pink symbolic of pure affection for the family and reunion, combined with the brilliant yellow of the Mid -Autumn Festival Moonlight - symbolizing the round beauty, perfect and luckyluck, prosperity in life.
 In particular, the specifications of Bojagi chiffon wrap from the land of kimchi will highlight the sophistication that makes the gift more different and unique.
Listed price:
Set 4 wheels 75gr: 165k
Set 4 cake 125gr: 280k
** Detailed information about cake flavor and sales policy please text for more details
____________
Banh Banh - Online Bakery
 Long Bien - Hanoi
 Hotline: 0868411217
 Ins: @Bec.Bakery",9/15/2023 22:40,0
https://www.facebook.com/profile.php?id=100087633843050&comment_id=Y29tbWVudDoxNDk1NTA0ODExMjI1MzQ5XzgzMjk3ODI2ODQwMzI2MQ%3D%3D,Muong imagine many scenes,9/15/2023 22:40,0
https://www.facebook.com/profile.php?id=100087633843050&comment_id=Y29tbWVudDoxNDk1NTA0ODExMjI1MzQ5XzgzMjk3ODI2ODQwMzI2MQ%3D%3D,"young age
still go to school
Still achieved school
Still play chibi chibi stickers",9/15/2023 22:40,0
https://www.facebook.com/lexuantien74,"[Biochemistry Championship 2023 _ Recap]
Celebrating 1 month after the male battle trip
.See you and you on the next occasion.
P/S: Boy OTP/Spiritual boy
.
#Hsc #hoasinh",9/15/2023 22:41,0
https://www.facebook.com/lexuantien74,"Come to SC and let Xuan Tien and friends serve you thoughtfully
.
P/s: It's been a long time since I was able to hold the mic
.",9/15/2023 22:41,0
https://www.facebook.com/lexuantien74,"In the 4.0 era, the application of technology and digital into the health sector brings tremendous value.These solutions help people soon explore the parts of the body, in addition they also help doctors support early detection of abnormal signs that cannot be seen with the naked eye.One of the most commonly used techniques is X-ray.
 Starting in 1895, when Wilhelm Röntgen accidentally discovered X -ray through one of his experiments, he laid the first foundation for the most common and common diagnostic diagnostic method of clinically.In 1897, X -rays were first used on the military battlefield, during the Balkan War, to find pieces of bullets and broken bones inside the patient's body.
 The detection of X-rays and inventing X-rays is very important in medicine.Currently, X-ray has become a valuable medical tool in diagnosis and treatment of many diseases.It creates a clear image of the musculoskeletal system and some tissue in the body, thereby helping the doctor diagnose, monitor and treat a variety of diseases, especially diseases related to joints and cardiovascular disease., Respiratory.
 So what is the principle to create a X-ray movie, what is the definition of a satisfactory X-ray film, methods and processes to create them?Let's find out with us to find out at this week's meeting of the Burn - Shaping group!
 Do not forget to read the attached document to have the most general view of this topic: https: //Drive.google.com /.../ 1UF-D96E72AM .../View ...
 See you at 17:00, Tuesday, September 12, 2023 at the C103 lecture hall.",9/15/2023 22:41,0
https://www.facebook.com/lexuantien74,Not a freshman but also hoping the same,9/15/2023 22:41,0
https://www.facebook.com/lexuantien74,"Almighty Medical students.
Essence converges.New student HPMU 2023.
________________
 Follow the fanpage to get answers to all questions and update the latest information!
 Student Group: Student of Hai Phong University of Medicine and Pharmacy
 Facebook: @truyenthonghpmu
 Gmail: mmchpmu@gmail.com
 Instagram: @mmc.hpmu
 Tiktok: @mmc.hpmu
 YouTube: Medical Media Club",9/15/2023 22:41,0
https://www.facebook.com/lexuantien74,"I always smile at the whole world.Hopefully tomorrow and the other day, the whole life ahead and the whole world will smile at me.
P/s: Vietnam Museum of Ethnology
 Celebrating the 78th anniversary of the National Day of the Socialist Republic of Vietnam (September 2, 1945-2-2/2023).",9/15/2023 22:41,0
https://www.facebook.com/lexuantien74,"[After 2 years of finishing studying at AEC]
""Take the test soon"" is the advice that I hear a lot.At the end of the B1 Started course for 2 years, XT has just registered to take the Cambridge B1 Certificate exam.To start reviewing is really a small challenge;Fortunately, XT received enthusiastic support from the AEC team.The source of documents with 4 theme skills from school is a life buoy for each time.
There are times when XT intends to quit the exam because it is not ready;Even after the exam ... See More",9/15/2023 22:41,0
https://www.facebook.com/lexuantien74,"[Pediatric I _ LS]
At the end of 3 weeks of Pediatric Clinical Practice at Pediatrics, Green International Hospital: We would like to thank the teacher - Assoc.Prof.Dr.Quang Vu Van has always been close, communicating to us lessons learned not only about theoretical knowledge but also a lot of complementary clinical skills.
.
Thanks to Green Hospital, Pediatric Department and the doctor, nurse for us to have the opportunity to study
.
Finally, thank you for your help ... See More",9/15/2023 22:41,0
https://www.facebook.com/bacha.co.5,"Do not bow, The Crown Will Fall ...
#21",9/15/2023 22:41,0
https://www.facebook.com/bacha.co.5,为 这 仙品 感到 震撼,9/15/2023 22:41,0
https://www.facebook.com/bacha.co.5,See Translation,9/15/2023 22:41,0
https://www.facebook.com/bacha.co.5,"--- ""I, who is in the end? I have no self-defense, no people like, no place to go back"" ---
 --- ""Little love, I am Thuong Huyen"" ---
       Celebrating part 1 of the same school ending the broadcast
 Of course this is just a full ending that MK wants, but the similar school is inherently complicated and heartbreaking ...",9/15/2023 22:41,0
https://www.facebook.com/bacha.co.5,"Hello MN is still Thanh Ha here
, my fb has hacked.Ace friends who have been sentenced to impersonate e to cheat on money transfer, let me apologize a lot.I don't want everything to happen.I have regained FB right now.Thank you for A Nguyen Van Ngoc for regaining FB for me super fast.If anyone is hacked FB or if there is any problem about acc, please contact this boy, quick and reputable sir.",9/15/2023 22:41,0
https://www.facebook.com/bacha.co.5,"Voting ""The most favorite team of the Medical Olympic Contest 2023""
=================================
                    Team Sunshine
️
𝐂𝐚́𝐜𝐡 𝐭𝐡𝐮̛́𝐜 𝐛𝐢̀𝐧𝐡 𝐜𝐡𝐨̣𝐧
How to vote:
- Step 1: Like and Follow Fanpage ""Sate - Project to support the development of the renovation program"" project ""
- Step 2: Vote for candidates in the following forms:
Like, React: 1 point
Comment: 1 point
Share (public mode): 3 points
—————
 Voting time: Starting from 20h on 6/05/2023 to 23h59 on 11/5/2023
—————
.
 NOTE
Valid vote when completed step 1
Each account is only shared (share) once and has no comment limit.The next time will not be calculated.
If there is a discovery of fraud, hacking, spam test, BTC will cancel the results of that team
—————
Prize structure
 #The most favorite team tournament: worth VND 1,000,000 will be awarded in the final night.
 The voting gate has officially opened, quickly voted for your favorite team!
—————
 The final ""Medical Olympic Games 2023"".
 Time: 16h, Saturday, May 13, 2023.
 Location: Hall A - Hai Phong University of Medicine and Pharmacy.
--‐--------
Do not forget to follow the page to look forward to the latest information!
Any questions, suggestions that please contact:
Facebook: sate.hpmu
Gmail: sate.hpmu.2021@gmail.com
MSc Tran Thi Thanh Binh - Student Assistant - Email: tttbinh@hpmu.edu.vn - Tel: 0934 226 615.
Dr. Dinh Duong Tung Anh - Scientific research assistant - Email: ddtunganh@hpmu.edu.vn - Phone: 0768 358 666
Le Thi Thanh Van - Head of Sate Project - Phone: 0352 020 065
Nguyen Nhu Tung - Deputy Head of Sate Project - Phone: 0886 165 489",9/15/2023 22:41,0
https://www.facebook.com/bacha.co.5,Ú oà,9/15/2023 22:41,0
https://www.facebook.com/bacha.co.5,"|Science Research Conference of International Training Institute 2023 |
  At 14:30 pm on 4/5/2023, the International Training Institute successfully organized a birth conference ... See More",9/15/2023 22:41,0
https://www.facebook.com/bacha.co.5,Hehe good vebe,9/15/2023 22:41,0
https://www.facebook.com/profile.php?id=100017769250513,"Celebrating the First Congress of the Vietnam Student Association of Vietnam University of Commerce, term 2023-2025
 Time: 07h00 on 18/06/2023
 Location: Hall H1, University of Commerce, 79 Ho Tung Mau, Mai Dich, Cau Giay, TP.Hanoi
#Daihoiix #tmu #hsv",9/15/2023 22:42,0
https://www.facebook.com/profile.php?id=100017769250513,"Summary of Sea of Hope Tmu 2023
Role: Founder, Head of Organizing Committee, Head of Foreign Affairs Committee
Project approval time of project: 1 month
Run time: 2 months
Fund to mobilize investment capital: ~ 515 million
Financial Fund Operation Project Chain: ~ 515 million (The first project series I was the Head of Foreign Affairs without the Financial Fund
)
Sea of Hope Tmu 2023 is CTA's dream from the first year, until I sat down to write these lines, I still did not think that the dream was true.
.We have tried a lot to be able to put the dot for their dreams very plump under the support and help from the school and the teachers in the Standing Committee.And now, I would like to thank the teammates that I think without them there will be no events and no servants of today.
Click on each photo to read the details",9/15/2023 22:42,0
https://www.facebook.com/profile.php?id=100017769250513,"Sea of Hope 2023
 Student Festival - Student Festival 5 Good
 The event is part of the series of activities to implement the Association's work program and the student movement in the 2022 - 2023 school year towards welcoming the Congress of the Vietnam Student Association Congress of the 9th Trade University, term 2023-2025.Since then, creating a training environment, striving to meet the criteria of 5 good students and promoting the creativity and intelligence of students of the University of Commerce.
 Th ... See More",9/15/2023 22:42,0
https://www.facebook.com/profile.php?id=100017769250513,"the JSON object must be str, bytes or bytearray, not NoneType",9/15/2023 22:42,0
https://www.facebook.com/profile.php?id=100017769250513,"Hot
: Revealing guests TMU’s Got Talent Final night - Singer Truc Nhan
 After many days of waiting, the event of the event finally revealed.K ... see more",9/15/2023 22:42,0
https://www.facebook.com/bacha.co.5,"Do not bow, The Crown Will Fall ...
#21",9/15/2023 22:42,0
https://www.facebook.com/bacha.co.5,为 这 仙品 感到 震撼,9/15/2023 22:42,0
https://www.facebook.com/bacha.co.5,See Translation,9/15/2023 22:42,0
https://www.facebook.com/bacha.co.5,"--- ""I, who is in the end? I have no self-defense, no people like, no place to go back"" ---
 --- ""Little love, I am Thuong Huyen"" ---
       Celebrating part 1 of the same school ending the broadcast
 Of course this is just a full ending that MK wants, but the similar school is inherently complicated and heartbreaking ...",9/15/2023 22:42,0
https://www.facebook.com/bacha.co.5,"Hello MN is still Thanh Ha here
, my fb has hacked.Ace friends who have been sentenced to impersonate e to cheat on money transfer, let me apologize a lot.I don't want everything to happen.I have regained FB right now.Thank you for A Nguyen Van Ngoc for regaining FB for me super fast.If anyone is hacked FB or if there is any problem about acc, please contact this boy, quick and reputable sir.",9/15/2023 22:42,0
https://www.facebook.com/bacha.co.5,"Voting ""The most favorite team of the Medical Olympic Contest 2023""
=================================
                    Team Sunshine
️
𝐂𝐚́𝐜𝐡 𝐭𝐡𝐮̛́𝐜 𝐛𝐢̀𝐧𝐡 𝐜𝐡𝐨̣𝐧
How to vote:
- Step 1: Like and Follow Fanpage ""Sate - Project to support the development of the renovation program"" project ""
- Step 2: Vote for candidates in the following forms:
Like, React: 1 point
Comment: 1 point
Share (public mode): 3 points
—————
 Voting time: Starting from 20h on 6/05/2023 to 23h59 on 11/5/2023
—————
.
 NOTE
Valid vote when completed step 1
Each account is only shared (share) once and has no comment limit.The next time will not be calculated.
If there is a discovery of fraud, hacking, spam test, BTC will cancel the results of that team
—————
Prize structure
 #The most favorite team tournament: worth VND 1,000,000 will be awarded in the final night.
 The voting gate has officially opened, quickly voted for your favorite team!
—————
 The final ""Medical Olympic Games 2023"".
 Time: 16h, Saturday, May 13, 2023.
 Location: Hall A - Hai Phong University of Medicine and Pharmacy.
--‐--------
Do not forget to follow the page to look forward to the latest information!
Any questions, suggestions that please contact:
Facebook: sate.hpmu
Gmail: sate.hpmu.2021@gmail.com
MSc Tran Thi Thanh Binh - Student Assistant - Email: tttbinh@hpmu.edu.vn - Tel: 0934 226 615.
Dr. Dinh Duong Tung Anh - Scientific research assistant - Email: ddtunganh@hpmu.edu.vn - Phone: 0768 358 666
Le Thi Thanh Van - Head of Sate Project - Phone: 0352 020 065
Nguyen Nhu Tung - Deputy Head of Sate Project - Phone: 0886 165 489",9/15/2023 22:42,0
https://www.facebook.com/bacha.co.5,Ú oà,9/15/2023 22:42,0
https://www.facebook.com/bacha.co.5,"|Science Research Conference of International Training Institute 2023 |
  At 14:30 pm on 4/5/2023, the International Training Institute successfully organized a birth conference ... See More",9/15/2023 22:42,0
https://www.facebook.com/bacha.co.5,Hehe good vebe,9/15/2023 22:42,0
https://www.facebook.com/profile.php?id=61550489318359,"You are always the burden of your family's family.Yes, my mother is right, I am an invisible child to do anything that makes you satisfied.Studying is no problem, nor is it agile and active like others ... I can only scold you all day but have you ever understood for my feelings ... I hope when you go and Mom will beLive happier and never be angry",9/15/2023 22:43,1
https://www.facebook.com/profile.php?id=61550489318359,I did not feel the joy from what I had previously loved.,9/15/2023 22:43,0
https://www.facebook.com/profile.php?id=61550489318359,I don't want to wake up every morning,9/15/2023 22:43,0
https://www.facebook.com/profile.php?id=61550489318359,I want die,,1
